Date,QQA US Equity,JEPQ US Equity,DOW US Equity,PFE US Equity,VZ US Equity,E US Equity,PFF US Equity,TGT US Equity,AES US Equity,SWK US Equity,F US Equity,SWKS US Equity,PR US Equity,NTR US Equity,AMT US Equity,LQD US Equity,GLD US Equity,LMBS US Equity,SIL US Equity,IGIB US Equity,VCIT US Equity,TTE  US Equity,TEF US Equity,GDX US Equity,Cumulative,Invested Capital
01/04/2021,,,-0.0007891891891891,0.0,3.40425531914e-05,0.0002766990291262,-0.0007686315242793,0.000124624709681,-0.0005531914893617,-0.001547379032258,-0.0006143344709897,-0.0002825745682888,-0.0003999999999999,0.0005274086378737,-0.0008660785886126,-0.0003547382900166,0.0006677506167302,6.80007771517e-05,0.0031389741341516,-6.47353940767e-05,-8.64731315626e-05,-0.0013685152057245,9.900990099e-05,0.0027651304830649,2.636344365e-07,99198.00437468334
01/05/2021,,,0.0009770540340488,0.0002064656343384,-9.17587085811e-05,0.0012121212121212,0.0003775563712637,0.0003085064459832,0.0016781411359724,0.0001381753764393,0.0003051643192488,0.0007404458598726,0.0042567567567567,0.0002832288084159,0.0002021857923497,-0.000224114094448,8.88498875665e-05,8.15217391304e-05,0.0004471544715447,-0.0001814058956916,-0.0001298701298701,0.0,0.000295566502463,-1.03869124902e-05,0.0004985073388106,102805.696811598
01/06/2021,,,0.0014139784946236,-0.0001720892713094,0.0002424035506998,0.0010679611650485,-0.0005219206680584,0.0009480512280312,0.0019983347210657,0.001077411391289,0.0004393063583815,0.0002802303262955,0.0003550295857988,0.0006503091960901,-0.001054777762675,-0.0005671946857434,-0.0004872313665445,-4.07134548274e-05,-0.0001688442211055,-0.0002467532467532,-0.0002313093762907,0.0022141518275538,0.0010679611650485,-4.15584415584e-05,0.0008724544119724,100794.6398184595
01/07/2021,,,4.10747903474e-05,0.0001030648223487,-0.0002563670096137,0.0001607142857142,-0.0002101392172314,0.0002307855176794,-0.0005004003202562,0.0002008624602814,0.000497737556561,0.0005287399835951,0.0049122807017543,-2.70479134466e-05,0.0004858299595141,-1.03032087135e-05,-7.00389105058e-05,1.35790494665e-05,-0.0002745256358498,-7.81631656082e-05,-7.25238292581e-05,0.0003534802531093,0.0005069124423963,-9.36037441497e-05,0.0011655257381018,102843.78111060287
01/08/2021,,,-0.000153819859853,3.77765785213e-05,-0.0002494447291987,-0.0003596802841918,0.0,0.0002616431187859,0.0013950667205822,-0.0001166723030098,-0.0001324503311258,9.83525940496e-05,0.0,-0.0001122073902108,0.0008643678160919,-5.15236272633e-05,-0.0010262981947849,0.0,-0.0026097560975609,-0.0001303993480032,-0.0001088985687616,-4.52879016605e-05,-0.0001348314606741,-0.0019285900443054,0.0009606211348791,100687.21130234232
01/11/2021,,,0.0003349939872874,0.0003447347158631,-0.0001176470588235,-0.0002157303370786,-0.0005688701606531,0.0001735537190082,7.86782061368e-05,-6.45051773892e-05,0.0006666666666666,-0.0001749449473941,0.0004522613065326,-1.55642023346e-05,-0.0013105310531053,-0.0002990571596935,-5.88438906195e-05,-6.78820791311e-05,-0.0009219395520765,-0.0001697959183673,-0.0001745091928949,-0.000511879049676,-0.0001357466063348,-0.0008105147864184,0.0007983257177974,99986.6064121079
01/12/2021,,,0.0011111111111111,-0.0003124172623775,-6.96136442742e-05,9.50656405613e-05,-0.0001909814323607,0.000391233101188,0.0010997643362136,2.04139495321e-05,0.0010322580645161,-0.0004776303609996,0.005049504950495,0.0012032710280373,-1.86115764e-06,0.0001501701435123,0.0001942196531791,0.0,0.0001780547518361,9.16230366492e-05,8.01832760595e-05,7.25115359261e-05,0.0002277904328018,0.000290665176076,0.0012639396933551,99349.18697518698
01/13/2021,,,-0.0004963958060288,-0.0001721355567509,-6.98567935731e-05,-0.0001353790613718,0.001169901621909,-0.0002290306378704,0.001652574942352,-0.0005168017226724,0.0,-3.66670881274e-05,-0.0011440677966101,-0.0004481175390266,0.0002884928574752,0.0005425555473536,-0.0001292212267401,4.07687827606e-05,-0.0010547307777531,0.000274554665795,0.0002548366964842,-0.000447172292854,0.0018018018018018,-0.0004439511653718,0.0012958872699731,102668.11656533714
01/14/2021,,,-0.0001899050474762,-5.96852957135e-05,-7.0101647388e-06,0.0001087941976427,2.0964360587e-05,0.0001209226704603,0.0010602678571428,-4.49749178342e-05,0.0007975460122699,1.14003420102e-05,0.0028414096916299,0.0002817959797106,-0.0002716437217037,-0.000302519777322,-1.55736286554e-05,0.0,-0.0001547564861174,-0.00014332247557,-8.70556534355e-05,0.0007676902536715,-0.000495867768595,-3.367003367e-05,0.0014872625131263,101736.99791937823
01/15/2021,,,-0.0011768650461022,-2.72108843537e-05,0.0001192145862552,-0.0011788617886178,-0.0002095886822111,-0.0003242260491894,0.0002732240437158,-9.3549691055e-05,-0.0006686332350049,-0.0007570578554247,6.03621730382e-05,-0.0001259725824379,0.0009116703102469,0.0001081438975943,-0.0003722299168975,1.35816841288e-05,-0.001955677404615,7.83162016642e-05,5.08456988689e-05,-0.000582555868952,-0.0006779661016949,-0.0012356079752878,0.0011335260824636,100722.53436318046
01/19/2021,,,0.0001256325248647,1.63487738419e-05,-0.0001150226559776,0.0002820874471086,0.0004833201996322,-0.0006817248459958,0.0008333333333333,0.0006829635636911,0.0003865717192268,0.0012355263157894,-0.0012048192771084,-6.33855331841e-05,-0.0005475465005229,0.000123402379903,0.0002541927189855,4.07371483996e-05,0.0001825606533749,6.51996740016e-05,2.17751970136e-05,-0.0004546963159641,0.0001315789473684,0.0004172703564184,0.0012343359429696,99415.61043024225
01/20/2021,,,0.0005317115551694,-0.0001252382248842,7.36196319018e-05,0.0003074056823474,0.0003342036553524,1.48809523809e-05,-7.1275837491e-05,-8.49569551427e-05,0.0016766467065868,0.0001920812937604,-0.0010041841004184,-2.24424911165e-05,0.001088159350793,-2.05308696289e-05,0.0004884691157723,0.0,0.0019320899091343,-2.60586319218e-05,2.17684254172e-05,0.0007818467760053,4.35729847494e-05,0.0013421279036421,0.0015744778580562,105000.48783876127
01/21/2021,,,-0.000517329690968,-1.09589041095e-05,3.4928396786e-06,-0.0008022130013831,-0.0003120124804992,0.0003154540626659,-0.0013204853675945,0.000161876632966,0.0012338858195211,7.11918497606e-05,-0.0006493506493506,0.0002134431754353,-0.0001041386120836,-0.0002772480563297,-1.88152118136e-05,-0.0001628538193098,-0.0005839416058394,-2.60671228413e-05,-5.07772020725e-05,-0.0005714911320341,-0.0003478260869565,-0.0003662597114317,0.0013867999062229,105189.09726868823
01/22/2021,,,-3.12717164697e-05,3.83771929824e-05,6.98445957744e-05,-0.0002273803884414,0.0001461759331767,6.69211062895e-05,-0.0003299120234604,-0.0003050675103101,-1.73460537727e-05,-0.0002751956947162,0.0031858407079646,-0.0004742497221193,0.0003096309630963,-5.15463917525e-05,-0.0002361935189411,4.08083948698e-05,-0.000537037037037,-5.21512385919e-05,-7.98506688789e-05,-0.0003214285714285,-0.0002654867256637,-0.0005376645197423,0.0013920716211315,102055.47600931865
01/25/2021,,,-0.0001408695652173,0.0003994528043775,0.00033060727336,-0.0007016706443914,-0.0002084418968212,-0.0001834193111354,-0.0016051660516605,-3.76690828149e-05,-0.0003993055555555,0.0005469089105227,-0.0008399999999999,8.72865275142e-05,0.0006413004644515,0.0002991893883566,2.58769407705e-05,1.35948727908e-05,-0.0006569685593617,0.0001826484018264,0.0001380813953488,-0.001326714801444,-0.000134529147982,-4.54158387737e-05,0.0012275145245022,102481.59302821035
01/26/2021,,,-0.0007810588852,1.60944206008e-05,-0.0006333447449503,0.0003372434017595,-0.0002089864158829,-0.0002576912963449,-0.003183377811666,0.0002794445396879,-0.0001771479185119,-0.0003078223080637,-0.0019753086419753,-7.17929340638e-05,0.000840402619665,-5.13648371e-06,-7.41166331513e-05,0.0,-3.81679389312e-05,0.0,2.90125375608e-05,0.0013951841359773,0.000451467268623,-0.0001136686558681,0.0010236840926016,102370.67820049344
01/27/2021,,,-0.0007265877287405,-0.0005735727686947,-0.0005091037652465,-0.000202996616723,-0.0011105290728129,-0.0010037293553542,-0.003257328990228,-0.0005554297361567,-0.0007149240393208,-0.0008925396922699,0.0027753303964757,-0.000652256351915,-0.000556201300099,-0.0001232846554634,-0.0001900702684022,4.07766990291e-05,-0.0021680993314231,-2.60331923202e-05,-2.90005178663e-05,-0.0004804872546808,-0.0003090507726269,-0.0015388999715018,0.0004410874764115,99807.64727491509
01/28/2021,,,-5.5157198014e-06,-0.0002097130242825,8.70669327045e-05,0.0004817518248175,0.0007436918990703,0.0005945703387929,0.0034625435540069,0.0011543120853764,-0.0001297497683039,0.0005056143727943,-0.0008467741935483,0.000282242257938,-0.0001309700515148,-0.0001132103212526,2.78228611175e-05,-2.71686396274e-05,0.0033526887149709,-0.0001171874999999,-0.0001087970158532,-0.0003438789546079,-0.0003139013452914,0.0009958506224066,0.0008658788062057,101613.08355005815
