Date ,QQA US Equity,JEPQ US Equity,DOW US Equity,PFE US Equity,VZ US Equity,E US Equity,PFF US Equity,TGT US Equity,AES US Equity,SWK US Equity,F US Equity,SWKS US Equity,PR US Equity,NTR US Equity,AMT US Equity,LQD US Equity,GLD US Equity,LMBS US Equity,SIL US Equity,IGIB US Equity,VCIT US Equity,TTE  US Equity,TEF US Equity,GDX US Equity,Cumulative,Invested Capital
01/04/2021,,,-0.000789189189189191,0,0.0000340425531914911,0.000276699029126212,-0.000768631524279399,0.000124624709681073,-0.000553191489361704,-0.00154737903225806,-0.000614334470989759,-0.000282574568288853,-0.000399999999999999,0.000527408637873754,-0.000866078588612673,-0.000354738290016641,0.000667750616730211,0.0000680007771517377,0.00313897413415169,-0.0000647353940767114,-0.0000864731315626943,-0.0013685152057245,0.0000990099009900991,0.00276513048306496,0.000000263634436503679," $99,698.33 "
01/05/2021,,,0.000977054034048854,0.00020646563433849,-0.00009175870858114,0.00121212121212121,0.000377556371263772,0.000308506445983223,0.00167814113597246,0.000138175376439328,0.000305164319248829,0.000740445859872611,0.00425675675675675,0.00028322880841594,0.000202185792349727,-0.000224114094448079,0.0000888498875665,0.0000815217391304257,0.000447154471544717,-0.000181405895691613,-0.000129870129870124,0,0.000295566502463056,-0.0000103869124902589,0.000498507338810628," $100,985.08 "
01/06/2021,,,0.00141397849462365,-0.000172089271309492,0.000242403550699896,0.00106796116504854,-0.00052192066805845,0.000948051228031268,0.00199833472106577,0.00107741139128901,0.000439306358381501,0.000280230326295582,0.000355029585798818,0.000650309196090162,-0.001054777762675,-0.000567194685743492,-0.000487231366544539,-0.0000407134548274512,-0.000168844221105528,-0.00024675324675325,-0.000231309376290791,0.00221415182755388,0.00106796116504854,-0.0000415584415584424,0.000872454411972479," $99,867.89 "
01/07/2021,,,0.000041074790347424,0.000103064822348795,-0.000256367009613762,0.000160714285714285,-0.000210139217231422,0.000230785517679441,-0.000500400320256205,0.00020086246028143,0.000497737556561088,0.000528739983595181,0.00491228070175438,-0.0000270479134466761,0.00048582995951417,-0.0000103032087135612,-0.0000700389105058396,0.000013579049466541,-0.000274525635849816,-0.0000781631656082026,-0.0000725238292581798,0.000353480253109315,0.000506912442396316,-0.0000936037441497683,0.0011655257381018," $102,439.52 "
01/08/2021,,,-0.000153819859853013,0.0000377765785213179,-0.000249444729198702,-0.000359680284191828,0,0.000261643118785976,0.00139506672058229,-0.000116672303009807,-0.000132450331125828,0.0000983525940496665,0,-0.000112207390210872,0.000864367816091951,-0.0000515236272633701,-0.00102629819478493,0,-0.00260975609756097,-0.00013039934800326,-0.000108898568761669,-0.0000452879016605567,-0.000134831460674158,-0.00192859004430544,0.000960621134879158," $102,091.92 "
01/11/2021,,,0.000334993987287408,0.000344734715863181,-0.000117647058823529,-0.000215730337078653,-0.000568870160653141,0.000173553719008263,0.0000786782061368951,-0.0000645051773892368,0.000666666666666668,-0.000174944947394173,0.000452261306532661,-0.0000155642023346302,-0.00131053105310531,-0.000299057159693569,-0.0000588438906195909,-0.0000678820791311118,-0.000921939552076538,-0.000169795918367352,-0.00017450919289498,-0.000511879049676024,-0.000135746606334843,-0.000810514786418403,0.000798325717797477," $101,381.64 "
01/12/2021,,,0.0011111111111111,-0.000312417262377551,-0.0000696136442742778,0.0000950656405613425,-0.00019098143236075,0.000391233101188035,0.00109976433621367,0.0000204139495321831,0.00103225806451612,-0.000477630360999692,0.00504950495049504,0.00120327102803738,-0.00000186115764004846,0.000150170143512347,0.00019421965317919,0,0.000178054751836196,0.0000916230366492065,0.0000801832760595644,0.0000725115359261696,0.000227790432801824,0.000290665176076014,0.00126393969335514," $101,136.95 "
01/13/2021,,,-0.00049639580602883,-0.00017213555675094,-0.0000698567935731731,-0.000135379061371843,0.00116990162190905,-0.000229030637870417,0.00165257494235203,-0.000516801722672406,0,-0.0000366670881274533,-0.00114406779661016,-0.000448117539026631,0.000288492857475226,0.000542555547353669,-0.000129221226740179,0.0000407687827606317,-0.00105473077775316,0.000274554665795072,0.000254836696484284,-0.000447172292854011,0.0018018018018018,-0.000443951165371805,0.0012958872699731," $101,186.04 "
01/14/2021,,,-0.000189905047476262,-0.0000596852957135096,-0.00000701016473887206,0.000108794197642791,0.0000209643605870191,0.000120922670460319,0.00106026785714286,-0.0000449749178342873,0.000797546012269938,0.0000114003420102593,0.00284140969162995,0.000281795979710688,-0.00027164372170378,-0.000302519777322007,-0.0000155736286554775,0,-0.000154756486117428,-0.000143322475570029,-0.0000870556534355826,0.000767690253671569,-0.000495867768595041,-0.0000336700336700346,0.00148726251312636," $101,327.17 "
01/15/2021,,,-0.00117686504610226,-0.0000272108843537388,0.00011921458625526,-0.00117886178861788,-0.000209588682211165,-0.000324226049189433,0.000273224043715847,-0.0000935496910550304,-0.000668633235004916,-0.000757057855424736,0.0000603621730382331,-0.000125972582437938,0.000911670310246988,0.000108143897594337,-0.000372229916897506,0.0000135816841288294,-0.00195567740461503,0.0000783162016642258,0.0000508456988689332,-0.000582555868952053,-0.000677966101694915,-0.00123560797528784,0.00113352608246364," $99,891.15 "
